Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/yg lain/Login n Booking,Windows - Chrome 114.0.0.0,,,2023-08-01 15:17:08,2023-08-01 15:20:38,3m - 30.162s,PASSED
"openBrowser("""")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:17:08,2023-08-01 15:18:52,1m - 43.919s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:18:52,2023-08-01 15:18:55,3.099s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:18:55,2023-08-01 15:18:59,4.231s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/a_Make Appointment""), ""Make Appointment"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:18:59,2023-08-01 15:19:04,4.845s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:04,2023-08-01 15:19:10,5.377s,PASSED
"setText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:10,2023-08-01 15:19:21,11.236s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:21,2023-08-01 15:19:28,7.463s,PASSED
"sendKeys(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Password_password""), Keys.chord(ENTER))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:28,2023-08-01 15:19:34,5.574s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:34,2023-08-01 15:19:40,6.099s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/label_None""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:40,2023-08-01 15:19:45,5.120s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Medicaid_programs""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:45,2023-08-01 15:19:50,5.017s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:50,2023-08-01 15:19:56,5.635s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/td_30""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:19:56,2023-08-01 15:20:01,5.406s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/td_31""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:20:01,2023-08-01 15:20:07,5.536s,PASSED
"setText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/textarea_Comment_comment""), ""sakit nih"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:20:07,2023-08-01 15:20:18,11.461s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/button_Book Appointment""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:20:18,2023-08-01 15:20:24,6.265s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:20:24,2023-08-01 15:20:29,4.780s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/p_Tokyo CURA Healthcare Center""), ""Tokyo CURA Healthcare Center"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:20:29,2023-08-01 15:20:33,4.027s,PASSED
"click(findTestObject(""Object Repository/Login-Booking/Page_CURA Healthcare Service/a_Go to Homepage""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:20:33,2023-08-01 15:20:38,4.757s,PASSED
